airport_id,airport_name,iata,degree
7145,Hollis Seaplane Base,HYL,10
5994,Kushiro Airport,KUH,10
6092,Polyarny Airport,PYJ,10
6153,Karshi Khanabad Airport,KSQ,10
6255,Cloncurry Airport,CNJ,10
6316,Gove Airport,GOV,10
515,Humberside Airport,HUY,10
5423,Girua Airport,PNP,10
2340,Aomori Airport,AOJ,10
2390,Miyako Airport,MMY,10
2402,General Santos International Airport,GES,10
2422,Daniel Z. Romualdez Airport,TAC,10
1534,Cuneo International Airport,CUF,10
1579,Karlovy Vary International Airport,KLV,10
1567,Perugia San Francesco d'Assisi – Umbria International Airport,PEG,10
1594,Eilat Airport,ETH,10
192,Mont Joli Airport,YYY,10
3377,Pyongyang Sunan International Airport,FNJ,10
3498,Minot International Airport,MOT,10
3854,Cold Bay Airport,CDB,10
2624,Tefé Airport,TFF,10
3074,Osmany International Airport,ZYL,10
3092,Dehradun Airport,DED,10
119,Comox Airport,YQQ,10
1376,Tours-Val-de-Loire Airport,TUF,10
3630,Niagara Falls International Airport,IAG,10
5954,Sayun International Airport,GXF,10
4153,Lien Khuong Airport,DLI,10
1013,Chileka International Airport,BLZ,10
6140,Sovetskiy Airport,OVS,10
634,Brønnøysund Airport,BNN,10
4242,Tanna Airport,TAH,10
4247,El Trompillo Airport,SRZ,10
4291,Ballina Byron Gateway Airport,BNK,10
4297,Bogashevo Airport,TOF,10
4318,University Park Airport,SCE,10
4327,Mehamn Airport,MEH,10
1944,Governor's Harbour Airport,GHB,10
1963,Fua'amotu International Airport,TBU,10
3346,Kalgoorlie Boulder Airport,KGI,10
2996,Aurangabad Airport,IXU,10
3001,Vadodara Airport,BDQ,10
3730,Coastal Carolina Regional Airport,EWN,10
800,Ben Schoeman Airport,ELS,10
804,George Airport,GRJ,10
1728,Van Ferit Melen Airport,VAN,10
1794,Ciudad Obregón International Airport,CEN,10
18,Reykjavik Airport,RKV,10
6718,St Mary's Airport,KSM,10
3396,Xichang Qingshan Airport,XIC,10
7546,Persian Gulf International Airport,PGU,10
7862,Tengchong Tuofeng Airport,TCZ,10
176,Whitehorse / Erik Nielsen International Airport,YXY,10
1801,General Guadalupe Victoria International Airport,DGO,10
2926,Ignatyevo Airport,BQS,10
3442,Grand Forks International Airport,GFK,10
1558,Marina Di Campo Airport,EBA,10
1274,Pau Pyrénées Airport,PUF,10
1320,Metz-Nancy-Lorraine Airport,ETZ,10
3744,Corpus Christi International Airport,CRP,10
6354,Meixian Airport,MXZ,10
6412,Jinzhou Airport,JNZ,10
5495,Igloolik Airport,YGT,10
5524,The Pas Airport,YQD,10
5702,Port Sudan New International Airport,PZU,10
5733,Dodge City Regional Airport,DDC,10
1058,Melilla Airport,MLN,10
4341,Liberal Mid-America Regional Airport,LBL,10
4363,Saratov Central Airport,RTW,10
4365,Noyabrsk Airport,NOJ,10
462,Vaasa Airport,VAA,10
468,City of Derry Airport,LDY,10
1350,Saint-Étienne-Bouthéon Airport,EBU,10
1,Goroka Airport,GKA,10
2824,Barquisimeto International Airport,BRM,10
2259,Kinmen Airport,KNH,10
3155,Paro Airport,PBH,10
3204,Phu Quoc International Airport,PQC,10
4040,Toledo Express Airport,TOL,10
4045,Central Wisconsin Airport,CWA,10
6963,Tongren Fenghuang Airport,TEN,10
7144,Craig Seaplane Base,CGA,10
7190,Koyuk Alfred Adams Airport,KKA,10
5557,Heringsdorf Airport,HDF,10
5742,Tri-State/Milton J. Ferguson Field,HTS,10
5905,Norsup Airport,NUS,10
1448,Nea Anchialos Airport,VOL,10
8630,Bayannur Tianjitai Airport,RLK,10
9044,Şanlıurfa GAP Airport,GNY,10
3950,Daytona Beach International Airport,DAB,10
2272,Makung Airport,MZG,10
2281,Hyakuri Airport,IBR,10
4023,Cherry Capital Airport,TVC,10
4028,Chicago Rockford International Airport,RFD,10
3713,Durango La Plata County Airport,DRO,10
3995,Ilulissat Airport,JAV,10
6034,Orlando Bezerra de Menezes Airport,JDO,10
4127,Glacier Park International Airport,FCA,10
4128,MBS International Airport,MBS,10
1724,Erzurum International Airport,ERZ,10
2497,Malvinas Argentinas Airport,USH,10
2539,Serafin Enoss Bertaso Airport,XAP,10
2602,Lauro Kurtz Airport,PFB,10
2609,Plácido de Castro Airport,RBR,10
1276,Tarbes-Lourdes-Pyrénées Airport,LDE,10
1356,Perpignan-Rivesaltes (Llabanère) Airport,PGF,10
2576,Lauro Carneiro de Loyola Airport,JOI,10
2604,Senador Nilo Coelho Airport,PNZ,10
2708,Palonegro Airport,BGA,10
3325,Sunshine Coast Airport,MCY,10
3329,Rockhampton Airport,ROK,10
3116,Pakse International Airport,PKZ,10
2028,Palmerston North Airport,PMR,10
2051,Kandahar Airport,KDH,10
2069,Ha'il Airport,HAS,10
2106,Bushehr Airport,BUZ,10
1465,Limnos Airport,LXS,10
1480,Sitia Airport,JSH,10
6402,Nyingchi Airport,LZY,10
6433,Dandong Airport,DDG,10
37,Kugluktuk Airport,YCO,10
3437,Fort Smith Regional Airport,FSM,10
3671,Melbourne International Airport,MLB,10
772,Rostock-Laage Airport,RLG,10
9845,Saertu Airport,DQA,10
4248,Kulusuk,KUS,10
45,Deer Lake Airport,YDF,10
3288,Fatmawati Soekarno Airport,BKS,10
3294,Sultan Iskandar Muda International Airport,BTJ,10
3296,Sultan Abdul Halim Airport,AOR,10
3299,Kuantan Airport,KUA,10
530,Sumburgh Airport,LSI,10
541,Stornoway Airport,SYY,10
5430,Momote Airport,MAS,10
2011,Dunedin Airport,DUD,10
8826,Changbaishan Airport,NBS,10
923,Arrachart Airport,DIE,10
1814,Valle del Fuerte International Airport,LMM,10
1658,Sibiu International Airport,SBZ,9
6089,Ganja Airport,KVD,9
69,Gjoa Haven Airport,YHK,9
1889,Quepos Managua Airport,XQP,9
3209,Bagan Airport,NYU,9
643,Florø Airport,FRO,9
662,Sandnessjøen Airport (Stokka),SSJ,9
6722,Ruby Airport,RBY,9
5697,Gamal Abdel Nasser Airport,TOB,9
58,Flin Flon Airport,YFO,9
2641,Chacalluta Airport,ARI,9
7184,Elim Airport,ELI,9
7187,Wales Airport,WAA,9
7206,Quinhagak Airport,KWN,9
5582,"Mo i Rana Airport, Røssvoll",MQN,9
3976,Hodeidah International Airport,HOD,9
1121,Egal International Airport,HGA,9
3504,Helena Regional Airport,HLN,9
1995,Raiatea Airport,RFP,9
143,Timmins/Victor M. Power,YTS,9
5412,Nusatupe Airport,GZO,9
5425,Kiunga Airport,UNG,9
3420,Fort Yukon Airport,FYU,9
652,Mosjøen Airport (Kjærstad),MJF,9
2901,Tobago-Crown Point Airport,TAB,9
2907,Argyle International Airport,SVD,9
2879,L'Espérance Airport,SFG,8
2885,Rafael Hernandez Airport,BQN,8
5586,Sogndal Airport,SOG,8
56,Fredericton Airport,YFC,8
5604,Kruger Mpumalanga International Airport,MQP,8
5672,Hassan I Airport,EUN,8
5694,Malindi Airport,MYD,8
5715,Southwest Georgia Regional Airport,ABY,8
5740,Central Nebraska Regional Airport,GRI,8
5999,Fukushima Airport,FKS,8
6080,Virgin Gorda Airport,VIJ,8
6132,Kingman Airport,IGM,8
6241,Broken Hill Airport,BHQ,8
6270,Groote Eylandt Airport,GTE,8
1634,Pico Airport,PIX,8
1694,Sivas Nuri Demirağ Airport,VAS,8
170,Pangnirtung Airport,YXP,8
4048,Rochester International Airport,RST,8
4049,University of Illinois Willard Airport,CMI,8
4050,Manhattan Regional Airport,MHK,8
4061,El Calafate Airport,FTE,8
5411,Munda Airport,MUA,8
5419,Buka Airport,BUA,8
5428,Kavieng Airport,KVG,8
5442,Qaqortoq Heliport,JJU,8
147,Repulse Bay Airport,YUT,8
30,Campbell River Airport,YBL,8
3598,Duluth International Airport,DLH,8
3881,Youngstown Warren Regional Airport,YNG,8
3904,Buluh Tumbang (H A S Hanandjoeddin) Airport,TJQ,8
3914,Ende (H Hasan Aroeboesman) Airport,ENE,8
3917,Komodo Airport,LBJ,8
1820,General Rodolfo Sánchez Taboada International Airport,MXL,8
183,Taloyoak Airport,YYH,8
1582,Ostrava Leos Janáček Airport,OSR,8
161,Wabush Airport,YWK,8
21,Sault Ste Marie Airport,YAM,8
216,Aguenar – Hadj Bey Akhamok Airport,TMR,8
3838,Watertown International Airport,ART,8
9310,Daocheng Yading Airport,DCY,8
2426,Godofredo P. Ramos Airport,MPH,8
1531,Parma Airport,PMF,8
5807,JAGS McCartney International Airport,GDT,8
5844,Cabo Velas Airport,nan,8
5847,Puerto Jimenez Airport,PJM,8
3890,Wolter Monginsidi Airport,KDI,8
2772,Yacuiba Airport,BYC,8
364,Lübeck Blankensee Airport,LBC,8
3642,Salisbury Ocean City Wicomico Regional Airport,SBY,8
1991,Huahine-Fare Airport,HUH,8
2015,Hamilton International Airport,HLZ,8
2024,Nelson Airport,NSN,8
2053,Mazar I Sharif Airport,MZR,8
182,Charlottetown Airport,YYG,8
4100,Idaho Falls Regional Airport,IDA,8
4129,Greater Binghamton/Edwin A Link field,BGM,8
4203,Legazpi City International Airport,LGP,8
4276,Erie International Tom Ridge Field,ERI,8
4305,Guarani International Airport,AGT,8
4312,Chamonate Airport,nan,8
6139,Nyagan Airport,NYA,8
6141,Izhevsk Airport,IJK,8
6151,Nukus Airport,NCU,8
6160,Bugulma Airport,UUA,8
6188,Cat Bi International Airport,HPH,8
625,Vagar Airport,FAE,8
6269,Gladstone Airport,GLT,8
3945,Lewiston Nez Perce County Airport,LWS,8
3947,Ithaca Tompkins Regional Airport,ITH,8
6715,Gambell Airport,GAM,8
6724,Savoonga Airport,SVA,8
6755,Deering Airport,DRG,8
6721,Point Hope Airport,PHO,8
6795,Choibalsan Airport,COQ,8
6962,Branson Airport,BKG,8
70,John C. Munro Hamilton International Airport,YHM,8
7108,Huslia Airport,HSL,8
7147,Thorne Bay Seaplane Base,KTB,8
7179,Bob Baker Memorial Airport,IAN,8
718,Kramfors Sollefteå Airport,KRF,8
7181,Robert (Bob) Curtis Memorial Airport,ORV,8
7185,Golovin Airport,GLV,8
7188,White Mountain Airport,WMO,8
719,Lycksele Airport,LYC,8
7191,St Michael Airport,SMK,8
729,Vilhelmina Airport,VHM,8
8227,Birchwood Airport,nan,8
8314,Hilton Head Airport,HHH,8
8428,Beloyarskiy Airport,EYK,8
3719,Columbia Regional Airport,COU,8
7532,Carajás Airport,CKS,8
794,Bram Fischer International Airport,BFN,8
820,Lanseria Airport,HLA,8
1692,Malatya Tulga Airport,nan,8
2936,Bratsk Airport,BTK,8
2955,Abakan Airport,ABA,8
2961,Uytash Airport,MCX,8
2963,Stavropol Shpakovskoye Airport,STW,8
3201,Phu Bai Airport,HUI,8
1289,Rodez-Marcillac Airport,RDZ,8
5552,Batna Airport,BLJ,8
637,Båtsfjord Airport,BJF,8
6409,Yining Airport,YIN,8
1097,Nouadhibou International Airport,NDB,8
1001,Joshua Mqabuko Nkomo International Airport,BUQ,8
4345,"Ørsta-Volda Airport, Hovden",HOV,8
4358,Kzyl-Orda Southwest Airport,KZO,8
4368,Ukhta Airport,UCT,8
4371,Naryan Mar Airport,NNM,8
442,Mariehamn Airport,MHQ,8
446,Oulu Airport,OUL,8
6435,Bao'anying Airport,PZI,8
879,Kasane Airport,BBK,8
2249,Marshall Islands International Airport,MAJ,8
2252,Cassidy International Airport,CXI,8
2278,Hualien Airport,HUN,8
2304,Fukue Airport,FUJ,8
3270,Labuan Airport,LBU,8
2425,Sibulan Airport,DGT,8
5965,McGrath Airport,MCG,8
5979,Londolovit Airport,LNV,8
6037,Macaé Airport,MEA,8
6040,Santa Maria Airport,RIA,8
6045,San Cristóbal Airport,SCY,8
1412,Caen-Carpiquet Airport,CFR,8
1439,Nîmes-Arles-Camargue Airport,FNI,8
1454,Kithira Airport,KIT,8
1625,Flores Airport,FLW,8
164,Cranbrook/Canadian Rockies International Airport,YXC,8
8979,Jiagedaqi Airport,JGD,8
932,Maroantsetra Airport,WMN,8
5768,San Luis County Regional Airport,SBP,8
5890,Hiva Oa-Atuona Airport,AUQ,8
2706,Tres De Mayo Airport,PUU,8
2713,Camilo Daza International Airport,CUC,8
2726,Antonio Roldan Betancourt Airport,APO,8
2748,Simón Bolívar International Airport,SMR,8
2852,Maturín Airport,MUN,8
2861,Mayor Buenaventura Vivas International Airport,STD,8
122,Grande Prairie Airport,YQU,8
40,Clyde River Airport,YCY,8
4000,Surat Thani Airport,URT,8
4010,Ayers Rock Connellan Airport,AYQ,8
3356,Coffs Harbour Airport,CFS,8
7128,Toowoomba Airport,TWB,8
715,Gällivare Airport,GEV,8
7177,Ambler Airport,ABL,8
7178,Buckland Airport,BKC,8
7183,Brevig Mission Airport,KTS,8
2844,Josefa Camejo International Airport,LSP,8
9849,Anshun Huangguoshu Airport,AVA,8
3691,Laredo International Airport,LRD,8
3415,Hilo International Airport,ITO,8
136,Fort Smith Airport,YSM,8
4190,Astypalaia Airport,JTY,8
4200,Bancasi Airport,BXU,8
4201,Dipolog Airport,DPL,8
4204,Labo Airport,OZC,8
6358,Enshi Airport,ENH,8
2471,Cataratas Del Iguazú International Airport,IGR,8
2501,Comandante Espora Airport,BHI,8
173,Northwest Regional Airport Terrace-Kitimat,YXT,8
2136,Kerman Airport,KER,8
3323,Charleville Airport,CTL,8
3333,Albury Airport,ABX,8
2635,Mário de Almeida Franco Airport,UBA,8
2642,Balmaceda Airport,BBA,8
27,Baie Comeau Airport,YBC,8
1136,Aswan International Airport,ASW,8
1149,Wajir Airport,WJR,8
5421,Daru Airport,DAU,8
5434,Tabubil Airport,TBG,8
1956,San Salvador Airport,ZSA,8
1987,Nuku Hiva Airport,NHV,8
2332,Kōchi Ryōma Airport,KCZ,8
2344,Hanamaki Airport,HNA,8
235,Biskra Airport,BSK,8
2361,Gwangju Airport,KWJ,8
237,Noumérat - Moufdi Zakaria Airport,GHA,8
2180,Bateen Airport,AZI,8
1461,Kasos Airport,KSJ,8
148,Hall Beach Airport,YUX,8
3241,Frans Kaisiepo Airport,BIK,8
3243,Moses Kilangin Airport,TIM,8
3247,Jalaluddin Airport,GTO,8
3310,Presidente Nicolau Lobato International Airport,DIL,8
1202,Osijek Airport,OSI,8
4265,Martha's Vineyard Airport,MVY,8
4350,Berlevåg Airport,BVG,8
7376,Araguaína Airport,AUX,8
94,Natashquan Airport,YNA,8
990,Vilankulo Airport,VNX,8
6289,Longreach Airport,LRE,7
1662,Transilvania Târgu Mureş International Airport,TGM,7
1691,Konya Airport,KYA,7
3851,Lanai Airport,LNY,7
5897,Craig Cove Airport,CCV,7
6732,Tambor Airport,TMU,7
6758,Sege Airport,EGM,7
7087,Emmonak Airport,EMK,7
7207,Kotlik Airport,KOT,7
631,Andøya Airport,ANX,7
67,Dryden Regional Airport,YHD,7
169,Sioux Lookout Airport,YXL,7
1879,Golfito Airport,GLF,7
5961,Skagway Airport,SGY,7
5963,Haines Airport,HNS,7
2566,Altamira Airport,ATM,7
3257,Fakfak Airport,FKQ,7
7096,Kwigillingok Airport,KWK,7
7113,Tanana Airport,TAL,7
1247,Valladolid Airport,VLL,7
4252,Stokmarknes Skagen Airport,SKN,7
973,São Tomé International Airport,TMS,7
1138,Eldoret International Airport,EDL,7
4191,Ikaria Airport,JIK,7
2543,Bartolomeu Lisandro Airport,CAW,7
2603,João Simões Lopes Neto International Airport,PET,7
3705,Molokai Airport,MKK,7
3237,Tachileik Airport,THL,7
1992,Moorea Airport,MOZ,7
1904,Ignacio Agramonte International Airport,CMW,6
1965,Bonriki International Airport,TRW,6
1968,Hihifo Airport,WLS,6
1978,Manihi Airport,XMH,6
2000,Lifou Airport,LIF,6
1729,Batman Airport,BAL,6
1786,Bahías de Huatulco International Airport,HUX,6
179,Smithers Airport,YYD,6
958,Soyo Airport,SZA,6
9757,Independence Airport,INB,6
9824,Tazadit Airport,OUZ,6
4255,Columbus Metropolitan Airport,CSG,6
4273,Golden Triangle Regional Airport,GTR,6
4296,Gillette Campbell County Airport,GCC,6
522,Durham Tees Valley Airport,MME,6
5409,Ngorangora Airport,IRA,6
5431,Moro Airport,MXH,6
5447,Sisimiut Airport,JHS,6
3118,Savannakhet Airport,ZVK,6
5587,Svolvær Helle Airport,SVJ,6
5589,"Vardø Airport, Svartnes",VAW,6
5591,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,6
5597,Ängelholm-Helsingborg Airport,AGH,6
5670,Dakhla Airport,VIL,6
5671,Mogador Airport,ESU,6
5725,Brunswick Golden Isles Airport,BQK,6
5777,Worland Municipal Airport,WRL,6
5794,Banja Luka International Airport,BNX,6
5796,Kars Airport,KSY,6
5798,Kahramanmaraş Airport,KCM,6
2911,Taraz Airport,DMB,6
2916,Uralsk Airport,URA,6
2918,Semipalatinsk Airport,PLX,6
3848,Tyler Pounds Regional Airport,TYR,6
3009,Jabalpur Airport,JLR,6
3068,Cox's Bazar Airport,CXB,6
4076,Nauru International Airport,INU,6
1510,Lampedusa Airport,LMP,6
986,Quelimane Airport,UEL,6
1036,Goma International Airport,GOM,6
1042,Kananga Airport,KGA,6
1617,Santa Maria Airport,SMA,6
3543,Lincoln Airport,LNK,6
3596,Yuma MCAS/Yuma International Airport,YUM,6
1473,Araxos Airport,GPA,6
1482,Skiros Airport,SKU,6
3019,Rajkot Airport,RAJ,6
3022,Surat Airport,STV,6
1808,Licenciado Miguel de la Madrid Airport,CLQ,6
1887,Palmar Sur Airport,PMZ,6
1605,Sde Dov Airport,SDV,6
3894,Abdul Rachman Saleh Airport,MLG,6
3911,Tjilik Riwut Airport,PKY,6
3513,Lake Charles Regional Airport,LCH,6
6016,Surigao Airport,SUG,6
6026,Roxas Airport,RXS,6
6072,Juan Pablo Pérez Alfonso Airport,VIG,6
6142,Pobedilovo Airport,KVX,6
6148,Andizhan Airport,AZN,6
6183,Gan International Airport,GAN,6
6193,Phu Cat Airport,UIH,6
6235,Albany Airport,ALH,6
6285,Lord Howe Island Airport,LDH,6
6296,Maningrida Airport,MNG,6
6301,Moranbah Airport,MOV,6
6324,Roma Airport,RMA,6
1546,Federico Fellini International Airport,RMI,6
927,Antsirabato Airport,ANM,6
930,Fascene Airport,NOS,6
3348,Learmonth Airport,LEA,6
3358,Dubbo City Regional Airport,DBO,6
2311,Kitakyūshū Airport,KKJ,6
2341,Yamagata Airport,GAJ,6
2365,Yeosu Airport,RSU,6
2374,Ulsan Airport,USN,6
2380,Pohang Airport (G-815/K-3),KPO,6
4095,Hawke's Bay Airport,NPE,6
1837,Puerto Escondido International Airport,PXM,6
1052,Hierro Airport,VDE,6
3906,Raja Haji Fisabilillah International Airport,TNJ,6
3924,Muhammad Salahuddin Airport,BMU,6
3937,Ubon Ratchathani Airport,UBP,6
1994,Maupiti Airport,MAU,6
2023,New Plymouth Airport,NPL,6
2061,Al Baha Airport,ABT,6
2731,Los Garzones Airport,MTR,6
2738,German Olano Airport,PCR,6
660,Stord Airport,SRP,6
6719,Kivalina Airport,KVL,6
6723,Shishmaref Airport,SHH,6
6778,Walvis Bay Airport,WVB,6
6782,Muş Airport,MSR,6
5875,Matei Airport,TVU,6
5878,Savusavu Airport,SVU,6
5891,Ua Pou Airport,UAP,6
5892,Ua Huka Airport,UAH,6
5893,Mota Lava Airport,MTV,6
5895,Torres Airstrip,TOH,6
5918,Ipota Airport,IPA,6
5935,Ardabil Airport,ADU,6
5964,Kalskag Airport,KLG,6
3856,Sitka Rocky Gutierrez Airport,SIT,6
7519,Zhijiang Airport,HJJ,6
79,Waterloo Airport,YKF,6
7987,Mackenzie Airport,nan,6
8238,Bauru - Arealva Airport,JTC,6
3417,Bettles Airport,BTT,6
3426,St Paul Island Airport,SNP,6
3428,St George Airport,STG,6
3715,Easterwood Field,CLL,6
8082,Baise Youjiang Airport,AEB,6
8200,Toksook Bay Airport,OOK,6
1789,Ciudad del Carmen International Airport,CME,6
1802,Amado Nervo National Airport,TPQ,6
734,Luleå Airport,LLA,6
7367,Presidente João Batista Figueiredo Airport,OPS,6
7380,Dourados Airport,DOU,6
7384,Santa Terezinha Airport,JCB,6
3860,Unalaska Airport,DUT,6
6191,Can Tho International Airport,VCA,6
6194,Pleiku Airport,PXU,6
6204,Tambolaka Airport,TMC,6
6209,Kalimarau Airport,BEJ,6
6219,Lawas Airport,LWY,6
6262,Doomadgee Airport,DMD,6
6268,Geraldton Airport,GET,6
6294,Merimbula Airport,MIM,6
6304,Mornington Island Airport,ONG,6
6314,Paraburdoo Airport,PBO,6
6338,Wynyard Airport,BWT,6
6377,Pu'er Simao Airport,SYM,6
6396,Qamdo Bangda Airport,BPX,6
6410,Heihe Airport,HEK,6
2255,Pohnpei International Airport,PNI,6
1242,San Sebastian Airport,EAS,6
3738,Brownsville South Padre Island International Airport,BRO,6
3739,Dothan Regional Airport,DHN,6
2917,Pavlodar Airport,PWQ,6
2956,Barnaul Airport,BAX,6
2957,Kemerovo Airport,KEJ,6
296,Tozeur Nefta International Airport,TOE,6
6717,Kaltag Airport,KAL,6
6731,Arenal Airport,FON,6
6744,Wuzhou Changzhoudao Airport,WUZ,6
6772,Chaoyang Airport,CHG,6
6777,Capitan Corbeta CA Curbelo International Airport,PDP,6
6789,St Augustin Airport,YIF,6
685,Ronneby Airport,RNB,6
6945,Drake Bay Airport,DRK,6
7066,Chadron Municipal Airport,CDR,6
7093,Eek Airport,EEK,6
7098,Russian Mission Airport,RSH,6
7117,Shungnak Airport,SHG,6
7186,Teller Airport,TLA,6
7201,Kipnuk Airport,KPN,6
7213,Kongiganak Airport,KKH,6
7217,Akiak Airport,AKI,6
7218,Tuluksak Airport,TLT,6
726,Skellefteå Airport,SFT,6
5567,Papa Westray Airport,PPW,6
5581,Namsos Høknesøra Airport,OSY,6
5583,"Rørvik Airport, Ryum",RVK,6
3460,Dillingham Airport,DLG,6
1285,Castres-Mazamet Airport,DCM,6
1309,Dole-Tavaux Airport,DLE,6
135,Saint John Airport,YSJ,6
3170,Phitsanulok Airport,PHS,6
3224,Myitkyina Airport,MYT,6
3246,Mopah Airport,MKQ,6
3235,Sittwe Airport,AKY,6
3242,Nabire Airport,NBX,6
1895,Cap Haitien International Airport,CAP,6
2808,Padre Aldamiz International Airport,PEM,6
3958,Palanga International Airport,PLQ,6
3994,Tagbilaran Airport,TAG,6
3997,Aasiaat Airport,JEG,6
3071,Jessore Airport,JSR,6
658,"Svalbard Airport, Longyear",LYR,6
4347,St. Mary's Airport,ISC,6
4384,California Redwood Coast-Humboldt County Airport,ACV,6
441,Lappeenranta Airport,LPP,6
448,Pori Airport,POR,6
733,Stockholm Västerås Airport,VST,6
7364,Cabo Frio Airport,CFB,6
7417,Wilwal International Airport,JIJ,6
75,Pond Inlet Airport,YIO,6
7508,Liping Airport,HZH,6
7579,Provo Municipal Airport,PVU,6
78,Kamloops Airport,YKA,6
2251,Bucholz Army Air Field,KWA,6
2297,Tsushima Airport,TSJ,6
8845,Lingling Airport,LLF,6
920,Sainte Marie Airport,SMS,6
2399,Awang Airport,CBO,6
2547,Hugo Cantergiani Regional Airport,CXJ,6
2570,Usiminas Airport,IPN,6
5503,Chevery Airport,YHR,6
5527,Red Lake Airport,YRL,6
5556,Kumasi Airport,KMS,6
5566,North Ronaldsay Airport,NRL,6
5580,Leknes Airport,LKN,6
5645,Eros Airport,ERS,6
5699,La Abraq Airport,LAQ,6
5721,Watertown Regional Airport,ATY,6
5747,Arnold Palmer Regional Airport,LBE,6
5766,Southwest Wyoming Regional Airport,RKS,6
5776,Valdosta Regional Airport,VLD,6
5811,La Isabela International Airport,JBQ,6
5894,Sola Airport,SLH,6
5904,Lonorore Airport,LNE,6
5906,Gaua Island Airport,ZGU,6
140,Cape Dorset Airport,YTE,6
1405,Dinard-Pleurtuit-Saint-Malo Airport,DNR,6
1446,Dimokritos Airport,AXD,6
4044,La Crosse Municipal Airport,LSE,6
3872,Casper-Natrona County International Airport,CPR,6
888,Bangui M'Poko International Airport,BGF,6
9090,Busselton Regional Airport,BQB,6
917,Pierrefonds Airport,ZSE,6
933,Sambava Airport,SVB,6
943,Toliara Airport,TLE,6
948,Nova Lisboa Airport,NOV,6
2203,Gwadar International Airport,GWD,6
2222,Shaikh Zaid Airport,RYK,6
162,Williams Lake Airport,YWL,6
1637,Porto Santo Airport,PXO,6
5936,Urmia Airport,OMH,6
5960,Gustavus Airport,GST,6
6007,Sacheon Air Base/Airport,HIN,6
6021,Tuguegarao Airport,TUG,6
6047,General Rivadeneira Airport,ESM,6
6054,Obando Airport,PDA,6
6088,Kostanay West Airport,KSN,6
264,Akanu Ibiam International Airport,ENU,6
2664,Maquehue Airport,PZS,6
2670,Francisco De Orellana Airport,OCC,6
2724,Perales Airport,IBE,6
2732,Fabio Alberto Leon Bentley Airport,MVP,6
2742,Antonio Narino Airport,PSO,6
3363,Wagga Wagga City Airport,WGA,6
3610,Merle K (Mudhole) Smith Airport,CDV,6
953,Menongue Airport,SPP,6
959,Lubango Airport,SDD,6
9742,Akiachak Airport,KKI,6
976,Inhambane Airport,INH,6
9844,Anshan Air Base,AOG,6
6943,Gu-Lian Airport,OHE,6
6960,Chefornak Airport,CYF,6
7067,Alliance Municipal Airport,AIA,6
707,Kalmar Airport,KLR,6
7095,Kwethluk Airport,KWT,6
7111,Nulato Airport,NUL,6
7142,Hoonah Airport,HNH,6
7146,Metlakatla Seaplane Base,MTM,6
7180,Kobuk Airport,OBU,6
72,Hay River / Merlyn Carter Airport,YHY,6
7205,Klawock Airport,KLW,6
721,Sundsvall-Härnösand Airport,SDL,6
7216,Pilot Station Airport,PQS,6
7275,Denny Island Airport,nan,6
2031,Rotorua Regional Airport,ROT,6
2034,Tauranga Airport,TRG,6
2037,Woodbourne Airport,BHE,6
2060,Al Ahsa Airport,HOF,6
2062,Bisha Airport,BHH,6
2075,Nejran Airport,EAM,6
435,Kokkola-Pietarsaari Airport,KOK,6
4353,Anapa Vityazevo Airport,AAQ,6
4377,Uray Airport,URJ,6
172,Prince George Airport,YXS,6
1723,Erzincan Airport,ERC,6
6378,Zhaotong Airport,ZAT,6
168,Fort St John Airport,YXJ,6
125,Gander International Airport,YQX,6
2587,Mário Ribeiro Airport,MOC,6
2591,Alberto Alcolumbre Airport,MCP,6
2671,Mariscal Lamar Airport,CUE,6
1118,Mekele Airport,MQX,6
115,Kenora Airport,YQK,6
1153,Kufra Airport,AKF,6
1144,Manda Airstrip,LAU,6
1112,Aba Tenna Dejazmach Yilma International Airport,DIR,6
1117,Lalibella Airport,LLI,6
112,Red Deer Regional Airport,YQF,6
113,Windsor Airport,YQG,6
3328,Proserpine Whitsunday Coast Airport,PPP,6
3491,Huron Regional Airport,HON,6
2488,Brigadier Antonio Parodi Airport,EQS,6
2508,Ástor Piazzola International Airport,MDQ,6
2533,Atlas Brasil Cantanhede Airport,BVB,6
2535,Cascavel Airport,CAC,6
2556,Fernando de Noronha Airport,FEN,6
2615,Professor Urbano Ernesto Stumpf Airport,SJK,6
4199,Francisco B. Reyes Airport,USU,6
54,Inuvik Mike Zubko Airport,YEV,6
5433,Tari Airport,TIZ,6
5436,Vanimo Airport,VAI,6
3628,Kenai Municipal Airport,ENA,6
3675,Sawyer International Airport,MQT,6
1438,Toulon-Hyères Airport,TLN,6
1441,St Pierre Airport,FSP,6
1511,Pantelleria Airport,PNL,6
2286,Tokachi-Obihiro Airport,OBO,6
2296,Yamaguchi Ube Airport,UBJ,6
1865,Bocas Del Toro International Airport,BOC,5
946,Cabinda Airport,CAB,5
1903,Vilo Acuña International Airport,CYO,5
1958,Aitutaki Airport,AIT,5
1971,Rurutu Airport,RUR,5
1972,Tubuai Airport,TUB,5
5455,Punta Gorda Airport,PND,5
4278,Barnstable Municipal Boardman Polando Field,HYA,5
432,Kemi-Tornio Airport,KEM,5
5588,Sørkjosen Airport,SOJ,5
5737,New Bedford Regional Airport,EWB,5
